SKU,Comments
LSFT220BI,"Combined with Universal Reducer Plate E27 to B22 (RPR44WH)"
LSFT220BL,"Combined with Universal Reducer Plate E27 to B22 (RPR44WH)"
LSFT220BM,"Combined with Universal Reducer Plate E27 to B22 (RPR44WH)"
LSFT220BR,"Combined with Universal Reducer Plate E27 to B22 (RPR44WH)"
LSFT220BS,"Combined with Universal Reducer Plate E27 to B22 (RPR44WH)"
LSFT220BU,"Combined with Universal Reducer Plate E27 to B22 (RPR44WH)"
LSFT220BW,"Combined with Universal Reducer Plate E27 to B22 (RPR44WH)"
LSFT220BY,"Combined with Universal Reducer Plate E27 to B22 (RPR44WH)"
LSFT220CH,"Standalone — no extra item — not on LEDSone, Vintagelite listing"
LSFT220CO,"Standalone — no extra item — not on LEDSone, Vintagelite listing"
LSFT220FG,"Standalone — no extra item — not on LEDSone, Vintagelite listing"
LSFT220GB,"Standalone — no extra item — not on LEDSone, Vintagelite listing"
LSFT220GI,"Combined with Universal Reducer Plate E27 to B22 (RPR44WH)"
LSFT220GR,"Standalone — no extra item — not on LEDSone, Vintagelite listing"
LSFT220GS,"Combined with Universal Reducer Plate E27 to B22 (RPR44WH)"
LSFT220GY,"Standalone — no extra item — not on LEDSone, Vintagelite listing"
LSFT220NB,"Combined with Universal Reducer Plate E27 to B22 (RPR44WH)"
LSFT220OR,"Combined with Universal Reducer Plate E27 to B22 (RPR44WH)"
LSFT220PI,"Standalone — no extra item"
LSFT220RE,"Standalone — no extra item — not on LEDSone, Vintagelite listing"
LSFT220RO,"Standalone — no extra item — not on LEDSone, Vintagelite listing"
LSFT220RR,"Combined with Universal Reducer Plate E27 to B22 (RPR44WH)"
LSFT220SN,"Standalone — no extra item — not on LEDSone, Vintagelite listing"
LSFT220WH,"Standalone — no extra item — not on LEDSone, Vintagelite listing"
LSFT220YB,"Standalone — no extra item — not on LEDSone, Vintagelite listing"
LSFT220YE,"Standalone — no extra item — not on LEDSone, Vintagelite listing"
LSFT255BD,"Standalone — no extra item — not on LEDSone, LEDSone DE listing (not in pounds)"
LSFT255BI,"Combined with Universal Reducer Plate E27 to B22 (RPR44WH) — not on LEDSone, LEDSone DE listing (not in pounds)"
LSFT255BT,"Standalone — no extra item — not on LEDSone, LEDSone DE listing (not in pounds)"
LSFT255CB,"Standalone — no extra item — not on LEDSone, LEDSone DE listing (not in pounds)"
LSFT255GR,"Combined with Universal Reducer Plate E27 to B22 (RPR44WH)"
LSFT255GY,"Standalone — no extra item — not on LEDSone, LEDSone DE listing (not in pounds)"
LSFT255RE,"Standalone — no extra item — not on LEDSone, LEDSone DE listing (not in pounds)"
LSFT255WH,"Combined with Universal Reducer Plate E27 to B22 (RPR44WH)"
LSFT320BM,"Combined with Universal Reducer Plate E27 to B22 (RPR44WH)"
LSFT320DG,"Combined with Universal Reducer Plate E27 to B22 (RPR44WH)"
LSFT320GY,"Combined with Universal Reducer Plate E27 to B22 (RPR44WH)"
LSFT320OR,"Combined with Universal Reducer Plate E27 to B22 (RPR44WH)"
LSFT320WH,"Combined with Universal Reducer Plate E27 to B22 (RPR44WH)"
LSFT320YE,"Combined with Universal Reducer Plate E27 to B22 (RPR44WH)"
LSGD280AR,"Combined with Metal Lamp Shade Cap French Gold (SCRN70FG)"
LSGG200AR,"Standalone — no extra item — not on LEDSone, Electricalsone listing"
LSGL100145BL,"Combined with Metal Lamp Shade White Reducer Ring E27 to B22 (RPM40WH)"
LSGL10014AR,"Combined with Metal Lamp Shade White Reducer Ring E27 to B22 (RPM40WH)"
LSGL10014CL,"Combined with Metal Lamp Shade White Reducer Ring E27 to B22 (RPM40WH)"
LSGL12010AR,"Sold as 2 Pack, combined with Metal Lamp Shade White Reducer Ring E27 to B22 (RPM40WH2PK)"
LSGL12010FC,"Combined with Metal Lamp Shade White Reducer Ring E27 to B22 (RPM40WH)"
LSGL12010FW,"Combined with Metal Lamp Shade White Reducer Ring E27 to B22 (RPM40WH)"
LSGL1275CL,"Combined with Metal Lamp Shade White Reducer Ring E27 to B22 (RPM40WH) — not on LEDSone, LEDSone DE listing (not in pounds)"
LSGL14010CL,"Combined with Metal Lamp Shade White Reducer Ring E27 to B22 (RPM40WH)"
LSGL14013AR,"Combined with 1 Way Yellow Brass Easy Fit Ceiling Rose (CRSF120YB) and U shape wall sconce (WSUSHE27YB)"
LSGL14023SG,"Combined with Metal Lamp Shade White Reducer Ring E27 to B22 (RPM40WH)"
LSGL15014CL,"Standalone — no extra item"
LSGL3L150AR,"Combined with Metal Lamp Shade White Reducer Ring E27 to B22 (RPM40WH) — not on LEDSone, LEDSone DE listing (not in pounds)"
LSGL6016CL,"Standalone — no extra item"
LSGL606CL,"Standalone — no extra item"
LSGL9015BM,"Standalone — no extra item"
LSGL9015CL,"Combined with Metal Lamp Shade White Reducer Ring E27 to B22 (RPM40WH)"
LSGL9015GY,"Standalone — no extra item — not on LEDSone, LEDSone DE listing (not in pounds)"
LSGL9015WH,"Standalone — no extra item — not on LEDSone, LEDSone DE listing (not in pounds)"
LSGLBC150CO,"Combined with Metal Lamp Shade White Reducer Ring E27 to B22 (RPM40WH)"
LSGLBC160AR,"Combined with Metal Lamp Shade White Reducer Ring E27 to B22 (RPM40WH)"
LSGLBG130WH,"Combined with Metal Lamp Shade White Reducer Ring E27 to B22 (RPM40WH)"
LSGLBG145AR,"Combined with Metal Lamp Shade White Reducer Ring E27 to B22 (RPM40WH)"
LSGLBH150WS,"Combined with Metal Lamp Shade White Reducer Ring E27 to B22 (RPM40WH)"
LSGLBH300WS,"Combined with Metal Lamp Shade White Reducer Ring E27 to B22 (RPM40WH)"
LSGLBP120BM,"Combined with Metal Lamp Shade White Reducer Ring E27 to B22 (RPM40WH)"
LSGLBP120CO,"Combined with Metal Lamp Shade White Reducer Ring E27 to B22 (RPM40WH)"
LSGLBP150CO,"Combined with Metal Lamp Shade White Reducer Ring E27 to B22 (RPM40WH)"
LSGLBT200PU,"Combined with Metal Lamp Shade White Reducer Ring E27 to B22 (RPM40WH)"
LSGLCA16015AR,"Not listed on Shopify"
LSGLCP120SY,"Combined with Metal Lamp Shade White Reducer Ring E27 to B22 (RPM40WH)"
LSGLCY100BM,"Combined with Metal Lamp Shade White Reducer Ring E27 to B22 (RPM40WH)"
LSGLCY120CO,"Combined with Metal Lamp Shade White Reducer Ring E27 to B22 (RPM40WH)"
LSGLDC160AS,"Combined with Metal Lamp Shade White Reducer Ring E27 to B22 (RPM40WH)"
LSGLFE150WH,"Not listed on Shopify"
LSGLFL140AR,"Combined with Metal Lamp Shade White Reducer Ring E27 to B22 (RPM40WH) — not on LEDSone, LEDSone DE listing (not in pounds)"
LSGLFP245BL,"Combined with Metal Lamp Shade White Reducer Ring E27 to B22 (RPM40WH)"
LSGLFP245BR,"Combined with Metal Lamp Shade White Reducer Ring E27 to B22 (RPM40WH)"
LSGLFP245GR,"Combined with Metal Lamp Shade White Reducer Ring E27 to B22 (RPM40WH)"
LSGLFP245PU,"Combined with Metal Lamp Shade White Reducer Ring E27 to B22 (RPM40WH)"
LSGLLF170AR,"Combined with Metal Lamp Shade White Reducer Ring E27 to B22 (RPM40WH)"
LSGLLN14020AR,"Combined with Metal Lamp Shade White Reducer Ring E27 to B22 (RPM40WH)"
LSGLLN150AR,"Combined with 1 Way Yellow Brass Easy Fit Ceiling Rose (CRSF120YB) and U shape wall sconce (WSUSHE27YB)"
LSGLSC115AR,"Combined with Metal Lamp Shade White Reducer Ring E27 to B22 (RPM40WH)"
LSGLSC1508CL,"Combined with Metal Lamp Shade White Reducer Ring E27 to B22 (RPM40WH)"
LSGLSC150BM,"Combined with Metal Lamp Shade White Reducer Ring E27 to B22 (RPM40WH)"
LSGLST148AR,"Combined with Metal Lamp Shade White Reducer Ring E27 to B22 (RPM40WH)"
LSGLST150AR,"Combined with Metal Lamp Shade White Reducer Ring E27 to B22 (RPM40WH) — not on LEDSone, Dcvoltage listing"
LSGLST1618AR,"Combined with M20 100*80 Ceiling Rose (CRSFM210080YB), E27 Threaded 20mm open holder Yellow Brass (LHTOE27YB) and 20mm Nipple Pipe Lighting (PCGZ20NL)"
LSGLTNAR,"Not listed on Shopify"
LSGLULAR,"Combined with Metal Lamp Shade White Reducer Ring E27 to B22 (RPM40WH)"
LSGLULCL,"Standalone — no extra item — not on LEDSone, LED Sone FR listing (not in pounds)"
LSGLULSG,"Standalone — no extra item — not on LEDSone, LED Sone FR listing (not in pounds)"
LSGLWA140AR,"Combined with Metal Lamp Shade White Reducer Ring E27 to B22 (RPM40WH) — not on LEDSone, LEDSone DE listing (not in pounds)"
LSGLWB125TN,"Standalone — no extra item"
LSGLWD150AR,"Standalone — no extra item — not on LEDSone, Dcvoltage listing"
LSGLWM200YC,"Combined with Universal Reducer Plate E27 to B22 (RPR44WH)"
LSGLWS180YC,"Combined with Universal Reducer Plate E27 to B22 (RPR44WH)"
LSH3325HE,"Combined with Universal Reducer Plate E27 to B22 (RPR44WH)"
LSHB310HE,"Combined with Single Pendant Light Fitting (PHUH1HETBM)"
LSHG240BG,"Combined with Black Vintage Ceiling Rose (CRSF100BM) and 20mm Pendant Light Fitting Black (PHRB1PBRPB)"
LSHH240BB,"Combined with Universal Reducer Plate E27 to B22 (RPR44WH)"
LSHH240BC,"Combined with Universal Reducer Plate E27 to B22 (RPR44WH)"
LSHH240BG,"Combined with Universal Reducer Plate E27 to B22 (RPR44WH)"
LSHH240BM,"Combined with Universal Reducer Plate E27 to B22 (RPR44WH)"
LSHH240BS,"Combined with Universal Reducer Plate E27 to B22 (RPR44WH)"
LSHH240RR,"Combined with Universal Reducer Plate E27 to B22 (RPR44WH)"
LSHI410HE,"Combined with Single Pendant Light Fitting (PHUH1HETBM)"
LSHL350LG,"Combined with Black Vintage Ceiling Rose (CRSF100BM) and E27 Black Umbrella Holder PVC 2 Core (PHUP1PBRBM) (4 combos)"
LSHM240BG,"Combined with Universal Reducer Plate E27 to B22 (RPR44WH)"
LSHM300HE,"Standalone — no extra item"
LSHM400HE,"Standalone — no extra item"
LSHQ150BL,"Standalone — no extra item — not on LEDSone, Electricalsone listing"
LSHQ150BM,"Standalone — no extra item — not on LEDSone, Electricalsone listing"
LSHQ150BU,"Standalone — no extra item — not on LEDSone, Electricalsone listing"
LSHQ150BY,"Combined with Universal Reducer Plate E27 to B22 (RPR44WH)"
LSHQ150CB,"Standalone — no extra item — not on LEDSone, Electricalsone listing"
LSHQ150GR,"Standalone — no extra item — not on LEDSone, Electricalsone listing"
LSHQ150GY,"Standalone — no extra item — not on LEDSone, Electricalsone listing"
LSHQ150OR,"Standalone — no extra item — not on LEDSone, Electricalsone listing"
LSHQ150PI,"Standalone — no extra item — not on LEDSone, Electricalsone listing"
LSHQ150RE,"Standalone — no extra item — not on LEDSone, Electricalsone listing"
LSHQ150WH,"Standalone — no extra item — not on LEDSone, Electricalsone listing"
LSHQ150YE,"Standalone — no extra item — not on LEDSone, Electricalsone listing"
LSHQ160BC,"Combined with Wall sconce Brushed Copper (WSHFBC)"
LSHQ160BS,"Combined with Wall sconce Brushed Silver (WSHFBS)"
LSHQ180BC,"Combined with Wall sconce Brushed Copper (WSNWBC)"
LSHQ180BG,"Combined with Universal Reducer Plate E27 to B22 (RPR44WH)"
LSHQ180BM,"Combined with Wall sconce Black (WSNWBM)"
LSHQ180BS,"Combined with Wall sconce Brushed Silver (WSNWBS)"
LSLC180BC,"Standalone — no extra item — not on LEDSone, Electricalsone listing"
LSLC180BM,"Standalone — no extra item — not on LEDSone, Electricalsone listing"
LSLC180BS,"Standalone — no extra item — not on LEDSone, Electricalsone listing"
LSLC180RR,"Standalone — no extra item — not on LEDSone, Electricalsone listing"
LSLT360BC,"Combined with Universal Reducer Plate E27 to B22 (RPR44WH)"
LSLT360BI,"Combined with Universal Reducer Plate E27 to B22 (RPR44WH)"
LSLT360BM,"Combined with Universal Reducer Plate E27 to B22 (RPR44WH)"
LSLT360BS,"Combined with Universal Reducer Plate E27 to B22 (RPR44WH)"
LSLT360BT,"Combined with Universal Reducer Plate E27 to B22 (RPR44WH)"
LSLT360BU,"Combined with Universal Reducer Plate E27 to B22 (RPR44WH)"
LSLT360BY,"Combined with Universal Reducer Plate E27 to B22 (RPR44WH)"
LSLT360CB,"Combined with Universal Reducer Plate E27 to B22 (RPR44WH)"
LSLT360GR,"Combined with Universal Reducer Plate E27 to B22 (RPR44WH)"
LSLT360GY,"Combined with Universal Reducer Plate E27 to B22 (RPR44WH)"
LSLT360NB,"Combined with Universal Reducer Plate E27 to B22 (RPR44WH)"
LSLT360OR,"Combined with Universal Reducer Plate E27 to B22 (RPR44WH)"
LSLT360RE,"Combined with Universal Reducer Plate E27 to B22 (RPR44WH)"
LSLT360RR,"Combined with Universal Reducer Plate E27 to B22 (RPR44WH)"
LSLT360WH,"Combined with Universal Reducer Plate E27 to B22 (RPR44WH)"
LSLT360YE,"Combined with Universal Reducer Plate E27 to B22 (RPR44WH)"
LSMCBESBRE,"Combined with Universal Reducer Plate E27 to B22 (RPR44WH)"
LSMCSPDRFL,"Combined with Metal Lamp Shade White Reducer Ring E27 to B22 (RPM40WH)"
LSMCSPDRMC,"Combined with Metal Lamp Shade White Reducer Ring E27 to B22 (RPM40WH)"
LSMCSPFLMC,"Combined with Metal Lamp Shade White Reducer Ring E27 to B22 (RPM40WH)"
LSMCSPMSMC,"Combined with Metal Lamp Shade White Reducer Ring E27 to B22 (RPM40WH)"
LSMCSPSQMC,"Combined with Metal Lamp Shade White Reducer Ring E27 to B22 (RPM40WH)"
LSMCSQWYBL,"Standalone — no extra item"
LSMCSQWYRE,"Combined with Wood base table lamp black half thin holder (TPHTTN2PBRBM)"
LSMS320BG,"Combined with Universal Reducer Plate E27 to B22 (RPR44WH)"
LSMS320BI,"Combined with Universal Reducer Plate E27 to B22 (RPR44WH)"
LSMS320BM,"Combined with Universal Reducer Plate E27 to B22 (RPR44WH)"
LSMS320BT,"Combined with Universal Reducer Plate E27 to B22 (RPR44WH)"
LSMS320BU,"Combined with Universal Reducer Plate E27 to B22 (RPR44WH)"
LSMS320CB,"Combined with Universal Reducer Plate E27 to B22 (RPR44WH)"
LSMS320GR,"Combined with Universal Reducer Plate E27 to B22 (RPR44WH)"
LSMS320GY,"Combined with Universal Reducer Plate E27 to B22 (RPR44WH)"
LSMS320NB,"Standalone — no extra item — not on LEDSone, Vintagelite listing"
LSMS320OR,"Combined with Universal Reducer Plate E27 to B22 (RPR44WH)"
LSMS320RE,"Combined with Universal Reducer Plate E27 to B22 (RPR44WH)"
LSMS320WH,"Combined with Universal Reducer Plate E27 to B22 (RPR44WH)"
LSMS320YE,"Combined with Universal Reducer Plate E27 to B22 (RPR44WH)"
LSOL180BB,"Combined with Universal Reducer Plate E27 to B22 (RPR44WH)"
LSOL180BC,"Combined with Universal Reducer Plate E27 to B22 (RPR44WH)"
LSOL180BG,"Combined with Universal Reducer Plate E27 to B22 (RPR44WH)"
LSOL180BM,"Combined with Universal Reducer Plate E27 to B22 (RPR44WH)"
LSOL180BS,"Combined with Universal Reducer Plate E27 to B22 (RPR44WH)"
LSOL180RR,"Combined with Universal Reducer Plate E27 to B22 (RPR44WH)"
LSOL220CH,"Standalone — no extra item — not on LEDSone, Electricalsone listing"
LSOL220CO,"Standalone — no extra item — not on LEDSone, Electricalsone listing"
LSOL220GB,"Standalone — no extra item — not on LEDSone, Electricalsone listing"
LSOL220RO,"Standalone — no extra item — not on LEDSone, Electricalsone listing"
LSOL220SN,"Standalone — no extra item — not on LEDSone, Electricalsone listing"
LSOL220YB,"Standalone — no extra item — not on LEDSone, Electricalsone listing"
LSPG250AR,"Standalone — no extra item — not on LEDSone, LEDSone DE listing (not in pounds)"
LSRD260AZ,"Standalone — no extra item"
LSRH260AZ,"Standalone — no extra item"
LSRP260CH,"Standalone — no extra item — not on LEDSone, Electricalsone listing"
LSRP260CO,"Standalone — no extra item — not on LEDSone, Electricalsone listing"
LSRP260GB,"Standalone — no extra item — not on LEDSone, Electricalsone listing"
LSRP260SN,"Standalone — no extra item — not on LEDSone, Electricalsone listing"
LSRP260YB,"Standalone — no extra item — not on LEDSone, Electricalsone listing"
LSRT120AZ,"Standalone — no extra item"
LSSC315BI,"Not listed on Shopify"
LSSC315GR,"Not listed on Shopify"
LSSC315GY,"Not listed on Shopify"
LSSC315OR,"Not listed on Shopify"
LSSC315RE,"Not listed on Shopify"
LSSS300BB,"Combined with Universal Reducer Plate E27 to B22 (RPR44WH)"
LSSS300BC,"Combined with Universal Reducer Plate E27 to B22 (RPR44WH)"
LSSS300BG,"Combined with Universal Reducer Plate E27 to B22 (RPR44WH)"
LSSS300BI,"Combined with Universal Reducer Plate E27 to B22 (RPR44WH)"
LSSS300BL,"Combined with Universal Reducer Plate E27 to B22 (RPR44WH)"
LSSS300BM,"Combined with Universal Reducer Plate E27 to B22 (RPR44WH)"
LSSS300BS,"Combined with Universal Reducer Plate E27 to B22 (RPR44WH)"
LSSS300CH,"Combined with Universal Reducer Plate E27 to B22 (RPR44WH)"
LSSS300CO,"Combined with Universal Reducer Plate E27 to B22 (RPR44WH)"
LSSS300GB,"Combined with Universal Reducer Plate E27 to B22 (RPR44WH)"
LSSS300GR,"Combined with Universal Reducer Plate E27 to B22 (RPR44WH)"
LSSS300GY,"Combined with Universal Reducer Plate E27 to B22 (RPR44WH)"
LSSS300NB,"Combined with Universal Reducer Plate E27 to B22 (RPR44WH)"
LSSS300OR,"Combined with Universal Reducer Plate E27 to B22 (RPR44WH)"
LSSS300PI,"Combined with Universal Reducer Plate E27 to B22 (RPR44WH)"
LSSS300RE,"Combined with Universal Reducer Plate E27 to B22 (RPR44WH)"
LSSS300RO,"Combined with Universal Reducer Plate E27 to B22 (RPR44WH)"
LSSS300RR,"Combined with Universal Reducer Plate E27 to B22 (RPR44WH)"
LSSS300SN,"Combined with Universal Reducer Plate E27 to B22 (RPR44WH)"
LSSS300WH,"Combined with Universal Reducer Plate E27 to B22 (RPR44WH)"
LSSS300YB,"Combined with Universal Reducer Plate E27 to B22 (RPR44WH)"
LSSS300YE,"Combined with Universal Reducer Plate E27 to B22 (RPR44WH)"
LSST260BM,"Combined with Black Vintage Ceiling Rose (CRSF100BM) and E27 Black Tin Holder PVC 2 Core (PHTT1PBRBM) — not on LEDSone, Vintagelite listing"
LSTB360YE,"Standalone — no extra item — not on LEDSone, Electricalsone listing"
LSTF290BB,"Combined with Universal Reducer Plate E27 to B22 (RPR44WH) — not on LEDSone, LEDSone DE listing (not in pounds)"
LSTF400BM,"Combined with Universal Reducer Plate E27 to B22 (RPR44WH)"
LSTF400GR,"Combined with Universal Reducer Plate E27 to B22 (RPR44WH)"
LSTF400GY,"Combined with Universal Reducer Plate E27 to B22 (RPR44WH)"
LSTF400OR,"Combined with Universal Reducer Plate E27 to B22 (RPR44WH)"
LSTF400WH,"Combined with Universal Reducer Plate E27 to B22 (RPR44WH)"
LSTF400YE,"Combined with Universal Reducer Plate E27 to B22 (RPR44WH)"
LSTF40BB,"Standalone — no extra item — not on LEDSone, Electricalsone listing"
LSTF40BC,"Standalone — no extra item — not on LEDSone, Electricalsone listing"
